route_id,service_id,trip_id,trip_headsign,direction_id,shape_id
30000011,26031301,260313010062S15,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26031301,260313010062S16,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26031301,260313010062S17,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26031301,260313010062S18,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26031301,260313010062S19,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26031301,260313010062S2,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26031301,260313010062S20,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26031301,260313010062S3,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26031301,260313010062S4,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26031301,260313010062S5,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26031301,260313010062S6,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26031301,260313010062S7,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26031301,260313010062S8,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26031301,260313010062S9,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26043002,260430020061S10,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26043002,260430020061S11,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26043002,260430020061S12,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26043002,260430020061S13,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26043002,260430020061S14,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26043002,260430020061S15,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26043002,260430020061S16,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26043002,260430020061S17,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26043002,260430020061S18,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26043002,260430020061S19,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26043002,260430020061S2,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26043002,260430020061S20,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26043002,260430020061S21,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26043002,260430020061S22,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26043002,260430020061S23,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26043002,260430020061S24,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26043002,260430020061S25,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26043002,260430020061S26,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26043002,260430020061S3,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26043002,260430020061S4,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26043002,260430020061S5,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26043002,260430020061S6,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26043002,260430020061S7,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26043002,260430020061S8,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000011,26043002,260430020061S9,MRT BANDAR UTAMA - TAMAN TUN DR ISMAIL (NORTH) / KG SG PENCHALA,0,1000000336
30000016,26031301,260313010071S10,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010071S11,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010071S12,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010071S2,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010071S3,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010071S4,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010071S5,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010071S6,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010071S7,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010071S8,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010071S9,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010072S10,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010072S11,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010072S12,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010072S2,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010072S3,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010072S4,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010072S5,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010072S6,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010072S7,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010072S8,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010072S9,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010073S10,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010073S11,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010073S12,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010073S2,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010073S3,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010073S4,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010073S5,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010073S6,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010073S7,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010073S8,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
30000016,26031301,260313010073S9,MRT PHILEO DAMANSARA - UNIVERSITI MALAYA,0,1000000306
